# M_r   Rho    T 
0.005 8.40416e+07 3.38844e+07
0.01 8.16684e+07 3.40471e+07
0.015 7.98966e+07 3.42105e+07
0.02 7.8376e+07 3.43747e+07
0.025 7.7009e+07 3.45397e+07
0.03 7.57514e+07 3.47055e+07
0.035 7.45775e+07 3.48721e+07
0.04 7.3471e+07 3.50395e+07
0.045 7.24203e+07 3.52077e+07
0.05 7.14171e+07 3.53767e+07
0.055 7.04551e+07 3.55465e+07
0.06 6.95291e+07 3.57171e+07
0.065 6.86352e+07 3.58885e+07
0.07 6.777e+07 3.60608e+07
0.075 6.69306e+07 3.62339e+07
0.08 6.61147e+07 3.64078e+07
0.085 6.53202e+07 3.65826e+07
0.09 6.45455e+07 3.67582e+07
0.095 6.3789e+07 3.69346e+07
0.1 6.30494e+07 3.71119e+07
0.105 6.2326e+07 3.729e+07
0.11 6.16177e+07 3.7469e+07
0.115 6.09237e+07 3.76489e+07
0.12 6.02433e+07 3.78296e+07
0.125 5.95755e+07 3.80112e+07
0.13 5.89199e+07 3.81936e+07
0.135 5.82757e+07 3.8377e+07
0.14 5.76426e+07 3.85612e+07
0.145 5.70199e+07 3.87463e+07
0.15 5.64072e+07 3.89323e+07
0.155 5.58041e+07 3.91191e+07
0.16 5.52103e+07 3.93069e+07
0.165 5.46252e+07 3.94956e+07
0.17 5.40488e+07 3.96852e+07
0.175 5.34805e+07 3.98757e+07
0.18 5.29201e+07 4.00671e+07
0.185 5.23674e+07 4.02594e+07
0.19 5.18221e+07 4.04526e+07
0.195 5.12839e+07 4.06468e+07
0.2 5.07527e+07 4.08419e+07
0.205 5.02282e+07 4.1038e+07
0.21 4.97102e+07 4.1235e+07
0.215 4.91985e+07 4.14329e+07
0.22 4.86929e+07 4.16318e+07
0.225 4.81932e+07 4.18316e+07
0.23 4.76993e+07 4.20324e+07
0.235 4.72111e+07 4.22341e+07
0.24 4.67283e+07 4.24369e+07
0.245 4.6251e+07 4.26406e+07
0.25 4.57788e+07 4.28452e+07
0.255 4.53117e+07 4.30509e+07
0.26 4.48497e+07 4.32576e+07
0.265 4.43926e+07 4.34652e+07
0.27 4.39402e+07 4.36738e+07
0.275 4.34925e+07 4.38835e+07
0.28 4.30493e+07 4.40941e+07
0.285 4.26106e+07 4.43058e+07
0.29 4.21763e+07 4.45184e+07
0.295 4.17462e+07 4.47321e+07
0.3 4.13204e+07 4.49468e+07
0.305 4.08987e+07 4.51626e+07
0.31 4.0481e+07 4.53794e+07
0.315 4.00672e+07 4.55972e+07
0.32 3.96574e+07 4.58161e+07
0.325 3.92512e+07 4.6036e+07
0.33 3.88488e+07 4.62569e+07
0.335 3.84501e+07 4.6479e+07
0.34 3.8055e+07 4.67021e+07
0.345 3.76634e+07 4.69263e+07
0.35 3.72753e+07 4.71515e+07
0.355 3.68907e+07 4.73778e+07
0.36 3.65095e+07 4.76053e+07
0.365 3.61316e+07 4.78338e+07
0.37 3.57569e+07 4.80634e+07
0.375 3.53854e+07 4.82941e+07
0.38 3.50171e+07 4.85259e+07
0.385 3.46517e+07 4.87588e+07
0.39 3.42894e+07 4.89929e+07
0.395 3.39301e+07 4.9228e+07
0.4 3.35737e+07 4.94643e+07
0.405 3.32201e+07 4.97018e+07
0.41 3.28695e+07 4.99403e+07
0.415 3.25216e+07 5.018e+07
0.42 3.21766e+07 5.04209e+07
0.425 3.18343e+07 5.06629e+07
0.43 3.14948e+07 5.09061e+07
0.435 3.1158e+07 5.11505e+07
0.44 3.0824e+07 5.1396e+07
0.445 3.04926e+07 5.16427e+07
0.45 3.01639e+07 5.18906e+07
0.455 2.98378e+07 5.21397e+07
0.46 2.95143e+07 5.23899e+07
0.465 2.91933e+07 5.26414e+07
0.47 2.88747e+07 5.28941e+07
0.475 2.85585e+07 5.3148e+07
0.48 2.82445e+07 5.34031e+07
0.485 2.79328e+07 5.36594e+07
0.49 2.76232e+07 5.3917e+07
0.495 2.73157e+07 5.41758e+07
0.5 2.70104e+07 5.44358e+07
0.505 2.67072e+07 5.46971e+07
0.51 2.64062e+07 5.49597e+07
0.515 2.61073e+07 5.52235e+07
0.52 2.58107e+07 5.54886e+07
0.525 2.55164e+07 5.57549e+07
0.53 2.52244e+07 5.60225e+07
0.535 2.49347e+07 5.62915e+07
0.54 2.46469e+07 5.65617e+07
0.545 2.43612e+07 5.68332e+07
0.55 2.40774e+07 5.7106e+07
