# This file contains the informations about energy of system
# Author: Elvis Soares
# time(s)   Kinectic (erg)    Gravitational(erg)     Internal(erg)    Nuclear_Energy(erg)    Total Energy(erg)
0	0	-1.66356e+51	1.29171e+51	0	-3.71849e+50
0.00106473	9.43668e+47	-1.66356e+51	1.30894e+51	2.03341e+49	-3.53676e+50
0.00207901	1.62323e+48	-1.66355e+51	1.33127e+51	4.38839e+49	-3.30663e+50
0.00310257	2.38959e+48	-1.66355e+51	1.35433e+51	6.36228e+49	-3.06835e+50
0.00412955	3.30005e+48	-1.66355e+51	1.36774e+51	9.88062e+49	-2.92513e+50
0.00523067	4.08203e+48	-1.66354e+51	1.37778e+51	9.44658e+49	-2.81681e+50
0.00627603	4.76849e+48	-1.66354e+51	1.40049e+51	1.18372e+50	-2.58281e+50
0.00737257	5.50933e+48	-1.66353e+51	1.42359e+51	1.44185e+50	-2.34434e+50
0.00840047	6.37145e+48	-1.66352e+51	1.44355e+51	1.74471e+50	-2.13603e+50
0.00940886	7.06949e+48	-1.66352e+51	1.44856e+51	1.70579e+50	-2.0789e+50
0.010486	7.77247e+48	-1.66351e+51	1.47249e+51	1.96833e+50	-1.8324e+50
0.0115746	8.63554e+48	-1.66349e+51	1.49697e+51	2.27006e+50	-1.57893e+50
0.0125756	9.3795e+48	-1.66348e+51	1.49781e+51	2.24456e+50	-1.56297e+50
0.0136216	1.00562e+49	-1.66347e+51	1.52266e+51	2.50337e+50	-1.30754e+50
0.0146411	1.09757e+49	-1.66346e+51	1.52479e+51	2.55743e+50	-1.27695e+50
0.0156625	1.16121e+49	-1.66344e+51	1.54874e+51	2.79855e+50	-1.03085e+50
0.0167297	1.25183e+49	-1.66342e+51	1.57066e+51	3.11144e+50	-8.02478e+49
0.017767	1.32462e+49	-1.66341e+51	1.57498e+51	3.09159e+50	-7.51786e+49
0.0191568	1.42583e+49	-1.66338e+51	1.60231e+51	3.38257e+50	-4.68132e+49
0.0202239	1.52301e+49	-1.66336e+51	1.60207e+51	3.39927e+50	-4.6053e+49
0.0213066	1.59742e+49	-1.66334e+51	1.62857e+51	3.67589e+50	-1.87916e+49
